Product,Unit_Number,Device_Manufacturer,Device,CT,Contract_Number,Business_Part,Contract_Type,Call_Base_Address,Call_Base_Postcode,Call_Base_Location,Call_Base_House_Number,Date_of_Obligation_Effort,Next_Maintenance,Year_of_Construction,Reference,Device_Condition,Expansion_Tank_Condition,Flue_Gas_Discharge_Condition,Air_Supply_Condition,Appendages_Condition,Maintenance_Frequency,Date_Maintenance_Performed,CallNumberPre,CallNumberExt,LogDate,STATUS,Location,PRODUCT,UnitNr,CallType,PlanDate,ContractNr,POSTCODE,HouseNr,Description,TechRemark,CALL_PREFIX,CALL_SUFFIX,FAULT_CODE,CREATE_DATE,Duration_From_Installation,Duration_CREATE_DATE,Event,Expansion_Tank_Condition_binned_medium,Expansion_Tank_Condition_binned_high,Expansion_Tank_Condition_time
REM000090260    ,122470513156,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,3100      ,50083936    ,P,COMFORT PLUS                  ,GROTE GRACHT 34                         ,6211 SX             ,MAASTRICHT                              ,0034      ,2023-06-21,OHKL,1970-01-01 00:00:00.000002012,ZOLDER,1.0,1.0,1.0,4.0,1.0,24M ,2023-06-21,4879127.0,1.0,2021-01-09,AFGESLOTEN,lo00487721,REM000090260    ,122470513156             ,OHGO            ,2021-04-07,50083936    ,6211 SX             ,0034      ," OHGO, VVV, MONDKAPJE BIJ BINNENKOMST AUB         ",geen manometer aanwezig                           ,4879127.0,1.0,12700,2021-04-07,893,805,1,False,False,893.0
REM000090260    ,2008623602130,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,2100      ,50177447    ,P,COMFORT                       ,KAMILLEWEG 60                           ,6596 BH             ,MILSBEEK                                ,0060      ,2022-08-02,OH,1970-01-01 00:00:00.000002020,ZOLDER,1.0,1.0,1.0,1.0,1.0,24M ,2022-08-02,5116490.0,1.0,2022-04-30,AFGESLOTEN,lo00498624,REM000090259    ,2008623602130            ,OHGOST          ,2022-09-21,E0009518    ,6224 ER             ,0131      ,ONDERHOUD GROOT + MELDING E9                      ,bijvullen niet mogelijk (geen drukmeter)          ,5116490.0,1.0,24700,2022-09-21,94,-50,1,False,False,94.0
REM000090259    ,201801180111,REMEHA         ,REMEHA HRC AVANTA 24 C CW3                        ,Z320      ,E0018947    ,Z,ZAKELIJK COMFORT ALL-IN       ,KERSPELSTRAAT 14                        ,5932 TB             ,TEGELEN                                 ,0014      ,2023-08-29,OHGO,1970-01-01 00:00:00.000002013,OVERLOOP,1.0,1.0,2.0,2.0,1.0,24M ,2023-08-29,5230093.0,1.0,2023-02-02,AFGESLOTEN,lo00523282,REM000090259    ,201801180111             ,OHKL            ,2023-08-29,E0018947    ,5932 TB             ,0014      ,ONDERHOUD KLEIN VVV                               ,hangt lastig!                                     ,5230093.0,1.0,30400,2023-08-29,208,0,1,False,False,208.0
REM000090260    ,0805904376670,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,2105      ,50131513    ,P,ESSENT STANDAARD              ,ROLDUCKERSTRAAT 13                      ,6461 VH             ,KERKRADE                                ,0013      ,2023-04-03,OHKL,1970-01-01 00:00:00.000002008,kelder,3.0,1.0,1.0,1.0,1.0,24M ,2023-04-03,4657162.0,1.0,2019-06-14,AFGESLOTEN,lo00318813,REM000090260    ,0805904376670            ,OHKL            ,2020-02-03,50131513    ,6461 VH             ,0013      , ONDERHOUD UITVOEREN                              ,thermostaat hangt aan warme cv leiding            ,4657162.0,1.0,30400,2020-02-03,1389,1155,1,False,False,1389.0
REM000090260    ,0629801969280,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,3100      ,50147235    ,P,COMFORT PLUS                  ,BRUSSELSEWEG 285                        ,6217 GW             ,MAASTRICHT                              ,0285      ,2023-01-31,OHGO,1970-01-01 00:00:00.000002018,ZOLDER,1.0,1.0,3.0,5.0,1.0,24M ,2023-01-31,4879013.0,1.0,2021-01-09,AFGESLOTEN,lo00468236,REM000090260    ,0629801969280            ,OHGO            ,2021-06-30,50147235    ,6217 GW             ,0285      ,ONDERHOUD UITVOEREN. VVV                          ,stopcontact nio                                   ,4879013.0,1.0,30500,2021-06-30,752,580,1,False,False,752.0
REM000090260    ,1201103728620,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,3200      ,50074168    ,P,COMFORT ALL-IN                ,ELSSTRAAT 32                            ,6191 JW             ,BEEK LB                                 ,0032      ,2022-01-17,OHKL,1970-01-01 00:00:00.000002012,BERGKAST,1.0,1.0,2.0,2.0,2.0,24M ,2022-01-17,5008224.0,1.0,2021-12-13,AFGESLOTEN,lo00256580,REM000090260    ,1201103728620            ,OHGOST          ,2022-01-17,50074168    ,6191 JW             ,0032      ,ONDERHOUD GROOT EN KEERKLEP INBOUWEN              ,terugslagklep geplaatst en met perlator in de keuk,5008224.0,1.0,30500,2022-01-17,35,0,1,False,False,35.0
REM000090260    ,0800704058820,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,2100      ,50091300    ,P,COMFORT                       ,JOHAN FRISOSTRAAT 23                    ,6176 BV             ,SPAUBEEK                                ,0023      ,2022-07-11,OHGO,1970-01-01 00:00:00.000002008,ZOLDER,1.0,1.0,1.0,1.0,1.0,24M ,2022-07-11,4918333.0,1.0,2021-02-15,AFGESLOTEN,lo00423188,REM000090260    ,0800704058820            ,ST              ,2021-02-15,50091300    ,6176 BV             ,0023      ,"GEEN WW, GEEN CV, FT CODE E5, RESET HELPT VOOR EEN",oude onderdeel 2 weken bewaren                    ,4918333.0,1.0,24700,2021-02-15,511,511,1,False,False,511.0
REM007768361    ,220539774,REMEHA         ,AVANTA ACE HR COMBI KETEL 28C CW4 80/80           ,Z336      ,E0009557    ,Z,WONEN ZUID ALL-IN 1X/2JR OH   ,VAN PALLANDTLAAN 35                     ,6301 TN             ,VALKENBURG LB                           ,0035      ,2023-07-26,OHGO,1970-01-01 00:00:00.000002022,BERGING,1.0,1.0,1.0,1.0,1.0,24M ,2023-07-26,5274671.0,1.0,2023-06-26,AFGESLOTEN,lo00505173,REM007768361    ,220539774                ,OHKLST          ,2023-07-26,E0009557    ,6301 TN             ,0035      ,"OHKL, BEHEER OP AFSTAND, VVV, KASTJE PLAATSEN     ",beheer op afstand unit geplaatst                  ,5274671.0,1.0,12700,2023-07-26,30,0,1,False,False,30.0
REM000090260    ,1901720528000,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,2100      ,50137395    ,P,COMFORT                       ,KLIFSBERGWEG 15                         ,6063 NE             ,VLODROP                                 ,0015      ,2023-08-16,OHKL,1970-01-01 00:00:00.000002019,BERGING,1.0,1.0,2.0,2.0,1.0,24M ,2023-08-16,5284752.0,1.0,2023-08-16,AFGESLOTEN,lo00443708,REM000090260    ,1901720528000            ,OHGO            ,2023-08-16,50137395    ,6063 NE             ,0015      ,ONDERHOUD GROOT                                   ,"Exp vat niet vv bij installatie, staat wel in opna",5284752.0,1.0,23500,2023-08-16,0,0,1,False,False,0.0
REM000090260    ,201801010672,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z345      ,E0018712    ,Z,ZAAM WONEN ALL IN 1X/ 2 JR OH ,HEERSTRAAT-NOORD 73                     ,6171 CE             ,STEIN LB                                ,0073      ,2023-05-12,OHKL,1970-01-01 00:00:00.000002013,ZOLDER,3.0,1.0,1.0,1.0,2.0,24M ,2023-05-12,4906712.0,1.0,2021-01-17,AFGESLOTEN,lo01010629,REM000090260    ,201801010672             ,OHGO            ,2021-08-05,E0018712    ,6171 CE             ,0073      ,ONDERHOUD UITVOEREN                               ,na vervangen nieuw gasblok nog de metingen doen.  ,4906712.0,1.0,30500,2021-08-05,845,645,1,False,False,845.0
REM000090259    ,1505711051170,REMEHA         ,REMEHA HRC AVANTA 24 C CW3                        ,Z320      ,E0018947    ,Z,ZAKELIJK COMFORT ALL-IN       ,POTKUILENSTRAAT 53                      ,5932 TJ             ,TEGELEN                                 ,0053      ,2022-10-31,OHGO,1970-01-01 00:00:00.000002015,EERSTE VERDIEPING,1.0,1.0,2.0,2.0,2.0,24M ,2022-10-31,4820056.0,1.0,2020-09-06,AFGESLOTEN,lo00523244,REM000090259    ,1505711051170            ,OHGO            ,2020-11-19,E0018947    ,5932 TJ             ,0053      ,"ONDERHOUD UITVOEREN GEEN ZIEKEN, GEEN MONDKAPJE   ",toestelwijziging doorgeven                        ,4820056.0,1.0,30500,2020-11-19,785,711,1,False,False,785.0
REM000090260    ,1400908467810,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z345      ,E0018712    ,Z,ZAAM WONEN ALL IN 1X/ 2 JR OH ,WOERINGENSTRAAT 2                       ,6171 PD             ,STEIN LB                                ,0002      ,2022-11-17,OHKL,1970-01-01 00:00:00.000002014,ZOLDER,1.0,1.0,1.0,1.0,1.0,24M ,2022-11-17,5165802.0,1.0,2022-11-17,AFGESLOTEN,lo01010903,REM000090260    ,1400908467810            ,OHGOST          ,2022-11-17,E0018712    ,6171 PD             ,0002      ,"B 15 MIN VTV 0640118216, ONDERHOUD GROOT+ ST GWW  ",cv ketel verkeerd aangesloten                     ,5165802.0,1.0,27332,2022-11-17,0,0,1,False,False,0.0
REM000090260    ,2106225951900,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z336      ,E0009559    ,Z,WONEN ZUID ALL-IN 1X/2JR OH   ,KLINKERHOFKE 4                          ,6336 WC             ,HULSBERG                                ,0004      ,2023-06-07,OHGO,1970-01-01 00:00:00.000002021,ZOLDER,1.0,1.0,1.0,1.0,1.0,24M ,2023-06-07,5235962.0,1.0,2023-02-02,AFGESLOTEN,lo00506020,REM000090260    ,2106225951900            ,OHKL            ,2023-06-07,E0009559    ,6336 WC             ,0004      ,ONDERHOUD KLEIN/VVV                               ,instelling thermostaat gewijzigd ivm klachten snel,5235962.0,1.0,30400,2023-06-07,125,0,1,False,False,125.0
REM000090295    ,2002323197490,REMEHA         ,REMEHA HRC AVANTA 35 C CW5                        ,2100      ,50189707    ,P,COMFORT                       ,GOSELINGSTRAAT 10                       ,6129 HT             ,URMOND                                  ,0010      ,2023-10-03,OH,1970-01-01 00:00:00.000002020,ZOLDER,1.0,1.0,1.0,1.0,1.0,24M ,2023-10-03,5290194.0,1.0,2023-09-04,AFGESLOTEN,lo00084368,REM000090295    ,2002323197490            ,EB              ,2023-10-02,50189707    ,6129 HT             ,0010      ,"REMEHA AVANTA, BJ:2020, ZOLDER,VVV, VASTE TRAP,   ","uurloon niet doorberekenen naar klant, materiaal a",5290194.0,3.0,12700,2023-10-03,29,0,1,False,False,29.0
REM000090260    ,1015809225090,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,2100      ,50140320    ,P,COMFORT                       ,BAANDERT 8                              ,6136 ER             ,SITTARD                                 ,0008      ,2023-03-24,OHGO,1970-01-01 00:00:00.000002010,ZOLDER,1.0,1.0,4.0,2.0,2.0,24M ,2023-03-24,4879079.0,2.0,2021-02-05,AFGESLOTEN,lo00057974,REM000090260    ,1015809225090            ,OHMW            ,2021-02-08,50140320    ,6136 ER             ,0008      ,ONDERHOUD GROOT EN VV ISOLATIE VOORPLAAT EN       ,"spoed,noodreparatie gaslekkage!!                  ",4879079.0,1.0,32100,2021-02-05,777,777,1,False,False,777.0
REM000090295    ,0901606010140,REMEHA         ,REMEHA HRC AVANTA 35 C CW5                        ,2105      ,50156875    ,P,ESSENT STANDAARD              ,MARKTSCHIP 4                            ,6129 NB             ,URMOND                                  ,0004      ,2023-04-03,OHGO,1970-01-01 00:00:00.000002009,CV HOK,2.0,1.0,2.0,2.0,1.0,24M ,2023-04-03,4913945.0,1.0,2021-02-02,AFGESLOTEN,lo00526270,REM000090295    ,0901606010140            ,ST              ,2021-02-02,50156875    ,6129 NB             ,0004      ,"GEEN WW GEEN CV, STORING E5, WATERDRUK 1.9, RESET ",factuur  2 weken in wacht aub                     ,4913945.0,1.0,20271,2021-02-02,790,790,1,False,False,790.0
REM000090260    ,133120803709,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z336      ,E0013457    ,Z,WONEN ZUID ALL-IN 1X/2JR OH   ,SPOORSTRAAT 75                          ,6446 TZ             ,BRUNSSUM                                ,0075      ,2022-06-27,OHKL,1970-01-01 00:00:00.000002013,ZOLDER,1.0,1.0,2.0,2.0,3.0,24M ,2022-06-27,5067137.0,1.0,2022-02-07,AFGESLOTEN,lo00463380,REM000090260    ,133120803709             ,OHGO            ,2022-06-27,E0013457    ,6446 TZ             ,0075      ,ONDERHOUD GROOT                                   ,geen inlaatcombinatie?? toestel hangt al sinds 201,5067137.0,1.0,35000,2022-06-27,140,0,1,False,False,140.0
REM000090295    ,2002323197490,REMEHA         ,REMEHA HRC AVANTA 35 C CW5                        ,2100      ,50189707    ,P,COMFORT                       ,GOSELINGSTRAAT 10                       ,6129 HT             ,URMOND                                  ,0010      ,2023-10-03,OH,1970-01-01 00:00:00.000002020,ZOLDER,1.0,1.0,1.0,1.0,1.0,24M ,2023-10-03,5290194.0,1.0,2023-09-04,AFGESLOTEN,lo00084368,REM000090295    ,2002323197490            ,EB              ,2023-10-02,50189707    ,6129 HT             ,0010      ,"REMEHA AVANTA, BJ:2020, ZOLDER,VVV, VASTE TRAP,   ","uurloon niet doorberekenen naar klant, materiaal a",5290194.0,1.0,26451,2023-10-02,29,1,1,False,False,29.0
REM000090260    ,0906306244038,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,2100      ,50071385    ,P,COMFORT                       ,VALKENBURGERWEG 29-C                    ,6411 BM             ,HEERLEN                                 ,0029-C    ,2022-06-29,OHGO,1970-01-01 00:00:00.000002009,BERGING,1.0,1.0,2.0,2.0,2.0,24M ,2022-06-29,4700172.0,1.0,2019-10-30,AFGESLOTEN,lo00485856,REM000090260    ,0906306244038            ,ST              ,2019-10-30,50071385    ,6411 BM             ,0029-C    ,STORING STCODE E6 OPNIEUW                         ,rem 073967 retour magazijn niet doorberekenen     ,4700172.0,1.0,14441,2019-10-30,973,973,1,False,False,973.0
REM000090260    ,100960875946,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z345      ,E0018712    ,Z,ZAAM WONEN ALL IN 1X/ 2 JR OH ,STATIONSSTRAAT 8                        ,6181 AJ             ,ELSLOO LB                               ,0008      ,2023-05-12,OHGO,1970-01-01 00:00:00.000002010,BERGING,1.0,1.0,1.0,1.0,2.0,24M ,2023-05-12,4973141.0,1.0,2021-09-07,AFGESLOTEN,lo01011112,REM000090260    ,100960875946             ,ST              ,2021-09-08,E0018712    ,6181 AJ             ,0008      ,"BIJ WW GEBRUIK SPRINGT CV AAN, GEEN ZIEKEN, VVV   ",warmtewisselaar ook uitgezogen en gereinigd dus me,4973141.0,1.0,30500,2021-09-08,612,611,1,False,False,612.0
REM000090259    ,2478179928,REMEHA         ,REMEHA HRC AVANTA 24 C CW3                        ,Z304      ,E0009508    ,Z,ZCS+ WSTG.MEERSSEN 1X/2 JR OH ,HEILIGENBERGSTRAAT 36                   ,6241 DG             ,BUNDE                                   ,0036      ,2022-07-26,OHKL,1970-01-01 00:00:00.000002008,BERGING,2.0,1.0,2.0,2.0,2.0,24M ,2022-07-26,5074480.0,1.0,2022-02-07,AFGESLOTEN,lo00273309,REM000090259    ,2478179928               ,OHKLST          ,2022-07-22,E0009508    ,6241 DG             ,0036      ,B 1/2 U VTV 0628962063; ONDERHOUD KLEIN; GWW OP   ,wisselaar defect                                  ,5074480.0,2.0,15641,2022-07-26,169,0,1,False,False,169.0
REM000090259    ,2478179928,REMEHA         ,REMEHA HRC AVANTA 24 C CW3                        ,Z304      ,E0009508    ,Z,ZCS+ WSTG.MEERSSEN 1X/2 JR OH ,HEILIGENBERGSTRAAT 36                   ,6241 DG             ,BUNDE                                   ,0036      ,2022-07-26,OHKL,1970-01-01 00:00:00.000002008,BERGING,2.0,1.0,2.0,2.0,2.0,24M ,2022-07-26,5074480.0,1.0,2022-02-07,AFGESLOTEN,lo00273309,REM000090259    ,2478179928               ,OHKLST          ,2022-07-22,E0009508    ,6241 DG             ,0036      ,B 1/2 U VTV 0628962063; ONDERHOUD KLEIN; GWW OP   ,wisselaar defect                                  ,5074480.0,2.0,22181,2022-07-26,169,0,1,False,False,169.0
REM000090260    ,2113926450420,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z336      ,E0009559    ,Z,WONEN ZUID ALL-IN 1X/2JR OH   ,KLINKERHOFKE 3                          ,6336 WC             ,HULSBERG                                ,0003      ,2023-05-08,OHGO,1970-01-01 00:00:00.000002021,BERGING,1.0,1.0,1.0,1.0,1.0,24M ,2023-05-08,4950587.0,1.0,2021-06-22,AFGESLOTEN,lo00506019,REM000090260    ,2113926450420            ,ST              ,2021-06-24,E0009559    ,6336 WC             ,0003      ,HOOG GASVERBRUIK NA NIEUWE CV/GASMETER BLIJFT     ,Ketel op eco gezet                                ,4950587.0,1.0,24700,2021-06-24,685,683,1,False,False,685.0
REM000090295    ,2004923368000,REMEHA         ,REMEHA HRC AVANTA 35 C CW5                        ,3100      ,50177615    ,P,COMFORT PLUS                  ,KAPELLERLAAN 42 A5                      ,6041 JD             ,ROERMOND                                ,0042-A5   ,2022-09-14,OH,1970-01-01 00:00:00.000002020,BERGING,2.0,1.0,2.0,4.0,3.0,24M ,2022-09-14,5139237.0,1.0,2022-08-05,AFGESLOTEN,lo00228693,REM000090295    ,2004923368000            ,EB              ,2022-09-14,50177615    ,6041 JD             ,0042-A5   ,"ENTREEBEURT CV - REMEHA AVANTA, BERGING 2020.     ",Expansivat nog vervangen en terugslagklep plaatsen,5139237.0,1.0,24700,2022-09-14,40,0,1,False,False,40.0
REM000090295    ,2002323197490,REMEHA         ,REMEHA HRC AVANTA 35 C CW5                        ,2100      ,50189707    ,P,COMFORT                       ,GOSELINGSTRAAT 10                       ,6129 HT             ,URMOND                                  ,0010      ,2023-10-03,OH,1970-01-01 00:00:00.000002020,ZOLDER,1.0,1.0,1.0,1.0,1.0,24M ,2023-10-03,5290194.0,1.0,2023-09-04,AFGESLOTEN,lo00084368,REM000090295    ,2002323197490            ,EB              ,2023-10-02,50189707    ,6129 HT             ,0010      ,"REMEHA AVANTA, BJ:2020, ZOLDER,VVV, VASTE TRAP,   ","uurloon niet doorberekenen naar klant, materiaal a",5290194.0,1.0,29581,2023-10-02,29,1,1,False,False,29.0
REM000090259    ,2478178849,REMEHA         ,REMEHA HRC AVANTA 24 C CW3                        ,Z304      ,E0009508    ,Z,ZCS+ WSTG.MEERSSEN 1X/2 JR OH ,DEN OLIEBERG 18                         ,6231 AX             ,MEERSSEN                                ,0018      ,2023-07-24,OHKL,1970-01-01 00:00:00.000002005,BERGING,3.0,1.0,2.0,2.0,2.0,24M ,2023-07-24,4822883.0,1.0,2020-09-16,AFGESLOTEN,lo00359315,REM000090259    ,2478178849               ,ST              ,2020-09-17,E0009508    ,6231 AX             ,0018      ,B 1/2 U VTV 0611378307; COMBI MAAKT LAWAAI; ER    ,niet kunnen testen zijn aan t gas werken          ,4822883.0,1.0,26411,2020-09-17,1041,1040,1,False,False,1041.0
REM000090259    ,2478179928,REMEHA         ,REMEHA HRC AVANTA 24 C CW3                        ,Z304      ,E0009508    ,Z,ZCS+ WSTG.MEERSSEN 1X/2 JR OH ,HEILIGENBERGSTRAAT 36                   ,6241 DG             ,BUNDE                                   ,0036      ,2022-07-26,OHKL,1970-01-01 00:00:00.000002008,BERGING,2.0,1.0,2.0,2.0,2.0,24M ,2022-07-26,5074480.0,1.0,2022-02-07,AFGESLOTEN,lo00273309,REM000090259    ,2478179928               ,OHKLST          ,2022-07-22,E0009508    ,6241 DG             ,0036      ,B 1/2 U VTV 0628962063; ONDERHOUD KLEIN; GWW OP   ,wisselaar defect                                  ,5074480.0,1.0,32100,2022-07-22,169,4,1,False,False,169.0
REM000090259    ,0907806336960,REMEHA         ,REMEHA HRC AVANTA 24 C CW3                        ,Z340      ,E0018529    ,Z,ST. NESTER  ALL-INN 1X/2 JR OH,KLEILAGERSTRAAT 13                      ,5953 NZ             ,REUVER                                  ,0013      ,2023-10-25,OHKL,1970-01-01 00:00:00.000002009,bijkeuken,1.0,1.0,1.0,1.0,2.0,24M ,2023-10-25,4598724.0,2.0,2019-03-18,AFGESLOTEN,lo00198821,REM000090259    ,0907806336960            ,OHGO            ,2019-03-18,E0018529    ,5953 NZ             ,0013      ,PM OHGO 2 CALLLS                                  ,pomp + luchtafscheider bestellt                   ,4598724.0,2.0,30500,2019-03-18,1682,1682,1,False,False,1682.0
REM000090260    ,13266076047,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z336      ,E0013457    ,Z,WONEN ZUID ALL-IN 1X/2JR OH   ,ENGERSTRAAT 41                          ,6446 XH             ,BRUNSSUM                                ,0041      ,2023-06-28,OHKL,1970-01-01 00:00:00.000002013,OVERLOOP,1.0,1.0,1.0,4.0,1.0,24M ,2023-06-28,4772314.0,1.0,2020-03-13,WOO       ,lo00463443,REM000090260    ,13266076047              ,OHKL            ,2020-06-22,E0013457    ,6446 XH             ,0041      ,ONDERHOUD UITVOEREN                               ,gasblok word vervangen ivm lek                    ,4772314.0,1.0,30400,2020-06-22,1202,1101,1,False,False,1202.0
REM000090259    ,2478179928,REMEHA         ,REMEHA HRC AVANTA 24 C CW3                        ,Z304      ,E0009508    ,Z,ZCS+ WSTG.MEERSSEN 1X/2 JR OH ,HEILIGENBERGSTRAAT 36                   ,6241 DG             ,BUNDE                                   ,0036      ,2022-07-26,OHKL,1970-01-01 00:00:00.000002008,BERGING,2.0,1.0,2.0,2.0,2.0,24M ,2022-07-26,5074480.0,1.0,2022-02-07,AFGESLOTEN,lo00273309,REM000090259    ,2478179928               ,OHKLST          ,2022-07-22,E0009508    ,6241 DG             ,0036      ,B 1/2 U VTV 0628962063; ONDERHOUD KLEIN; GWW OP   ,wisselaar defect                                  ,5074480.0,2.0,71000,2022-07-26,169,0,1,False,False,169.0
REM000090259    ,0703002473770,REMEHA         ,REMEHA HRC AVANTA 24 C CW3                        ,2105      ,50146013    ,P,ESSENT STANDAARD              ,PASTOOR DOMINICUS HEXSTRAAT 148         ,6231 HG             ,MEERSSEN                                ,0148      ,2022-08-08,OHGO,1970-01-01 00:00:00.000002008,KELDERTRAP,1.0,1.0,2.0,4.0,1.0,24M ,2022-08-08,4892299.0,1.0,2021-01-25,AFGESLOTEN,lo00360184,REM000090259    ,0703002473770            ,ST              ,2021-02-01,50146013    ,6231 HG             ,0148      ,VUL EN AFTAPKRAAN BLIJFT LEKKEN. GEEN ZIEKEN.     ,ltv moet aangep.worden open toestel + overstort   ,4892299.0,1.0,71000,2021-02-01,560,553,1,False,False,560.0
REM007625506    ,1916921555740,REMEHA         ,REMEHA HRC AVANTA 24C CW3 A                       ,Z336      ,E0009557    ,Z,WONEN ZUID ALL-IN 1X/2JR OH   ,BERKELPLEIN 31                          ,6301 ZA             ,VALKENBURG LB                           ,0031      ,2022-07-07,OHKL,1970-01-01 00:00:00.000002019,BERGING,1.0,1.0,1.0,1.0,1.0,24M ,2022-07-07,4992829.0,1.0,2021-11-01,AFGESLOTEN,lo00505652,REM007625506    ,1916921555740            ,ST              ,2021-11-02,E0009557    ,6301 ZA             ,0031      , LEKT AAN INLAATCOMBINATIE  VVV                   ,klant ervaart zo nu en dan wissellende temp. onder,4992829.0,1.0,24700,2021-11-02,248,247,1,False,False,248.0
REM000090259    ,1426609937100,REMEHA         ,REMEHA HRC AVANTA 24 C CW3                        ,Z343      ,E0018707    ,Z,WSTG.MAASVALLEI  1X/2 JR OH   ,KONINGINNESTRAAT 19                     ,6225 BP             ,MAASTRICHT                              ,0019      ,2023-07-31,OHKL,1970-01-01 00:00:00.000002010,ZOLDER,1.0,1.0,2.0,2.0,2.0,24M ,2023-07-31,5167854.0,1.0,2022-11-23,AFGESLOTEN,lo00503828,REM000090259    ,1426609937100            ,ST              ,2022-11-24,E0018707    ,6225 BP             ,0019      ," WW VALT WEG    ALLE PUNTEN, GEEN KALK  VVV       ",hallsensor reageert direct meermaals gecontroleerd,5167854.0,1.0,24700,2022-11-24,250,249,1,False,False,250.0
REM000090260    ,133100801524,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z336      ,E0009559    ,Z,WONEN ZUID ALL-IN 1X/2JR OH   ,PEETERSSTRAAT 4                         ,6363 BR             ,WIJNANDSRADE                            ,0004      ,2022-07-13,OHKL,1970-01-01 00:00:00.000002013,BERGING,1.0,1.0,1.0,4.0,1.0,24M ,2022-07-13,4918823.0,1.0,2021-02-16,AFGESLOTEN,lo00506658,REM000090260    ,133100801524             ,ST              ,2021-02-16,E0009559    ,6363 BR             ,0004      ,"GEEN CV, FOUTMELDING VOLGENS SCHILDER VPT2.1, 2   ","Klant heeft thermostaatkabel overgeknipt, gaat wir",4918823.0,1.0,26600,2021-02-16,512,512,1,False,False,512.0
REM000090260    ,201801011907,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z345      ,E0018712    ,Z,ZAAM WONEN ALL IN 1X/ 2 JR OH ,DIRGELEN 18                             ,6171 DE             ,STEIN LB                                ,0018      ,2022-03-17,OHKL,1970-01-01 00:00:00.000002011,BERGING,1.0,1.0,2.0,2.0,1.0,24M ,2022-03-17,5084183.0,1.0,2022-02-07,AFGESLOTEN,lo00424304,REM000090260    ,201801011907             ,OHGO            ,2022-03-17,E0018712    ,6171 DE             ,0018      ,ONDERHOUD GROOT CORONAVRIJ VVV                    ,maximaal ntc gepkaatst                            ,5084183.0,1.0,23454,2022-03-17,38,0,1,False,False,38.0
REM000090260    ,201801011907,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z345      ,E0018712    ,Z,ZAAM WONEN ALL IN 1X/ 2 JR OH ,DIRGELEN 18                             ,6171 DE             ,STEIN LB                                ,0018      ,2022-03-17,OHKL,1970-01-01 00:00:00.000002011,BERGING,1.0,1.0,2.0,2.0,1.0,24M ,2022-03-17,5084183.0,1.0,2022-02-07,AFGESLOTEN,lo00424304,REM000090260    ,201801011907             ,OHGO            ,2022-03-17,E0018712    ,6171 DE             ,0018      ,ONDERHOUD GROOT CORONAVRIJ VVV                    ,maximaal ntc gepkaatst                            ,5084183.0,1.0,71000,2022-03-17,38,0,1,False,False,38.0
REM007625506    ,ZI00000002,REMEHA         ,REMEHA HRC AVANTA 24C CW3 A                       ,Z336      ,E0009557    ,Z,WONEN ZUID ALL-IN 1X/2JR OH   ,PRINS WILLEM ALEXANDERLAAN 85           ,6301 TS             ,VALKENBURG LB                           ,0085      ,2023-07-11,OHGO,1970-01-01 00:00:00.000002017,BERGING,1.0,1.0,1.0,1.0,1.0,24M ,2023-07-11,5276818.0,1.0,2023-07-06,AFGESLOTEN,lo00505207,REM007625506    ,ZI00000002               ,OHMW            ,2023-07-11,E0009557    ,6301 TS             ,0085      ,BEUGELSPLAATSEN RGA LTV IOV MAGNEE                ,als het goed is moet ik nu alles doorberekennen.  ,5276818.0,1.0,35000,2023-07-11,5,0,1,False,False,5.0
REM000090259    ,0907806336960,REMEHA         ,REMEHA HRC AVANTA 24 C CW3                        ,Z340      ,E0018529    ,Z,ST. NESTER  ALL-INN 1X/2 JR OH,KLEILAGERSTRAAT 13                      ,5953 NZ             ,REUVER                                  ,0013      ,2023-10-25,OHKL,1970-01-01 00:00:00.000002009,bijkeuken,1.0,1.0,1.0,1.0,2.0,24M ,2023-10-25,4598724.0,2.0,2019-03-18,AFGESLOTEN,lo00198821,REM000090259    ,0907806336960            ,OHGO            ,2019-03-18,E0018529    ,5953 NZ             ,0013      ,PM OHGO 2 CALLLS                                  ,pomp + luchtafscheider bestellt                   ,4598724.0,2.0,22181,2019-03-18,1682,1682,1,False,False,1682.0
